Id,SalePrice
1461,127155.56
1462,164771.2
1463,190229.52
1464,201702.42
1465,181322.97
1466,178473.55
1467,176303.67
1468,172597.38
1469,191644.03
1470,130762.42
1471,197750.7
1472,94722.984
1473,95009.14
1474,136347.83
1475,93289.805
1476,354304.22
1477,238505.53
1478,266502.38
1479,280104.75
1480,517669.1
1481,352909.1
1482,208352.61
1483,170222.61
1484,166292.56
1485,166509.03
1486,206365.3
1487,400814.25
1488,225627.19
1489,202162.86
1490,217438.05
1491,193821.7
1492,94991.164
1493,200450.77
1494,231812.77
1495,280037.28
1496,249103.72
1497,183334.05
1498,170734.17
1499,163780.6
1500,163501.45
1501,196695.33
1502,155524.83
1503,299444.56
1504,241133.14
1505,235652.44
1506,190202.84
1507,267119.03
1508,168220.88
1509,169430.7
1510,148499.67
1511,141640.66
1512,159864.55
1513,153274.42
1514,174272.73
1515,200841.16
1516,174867.73
1517,181040.98
1518,129253.78
1519,214447.75
1520,140033.05
1521,142914.58
1522,154904.36
1523,117528.32
1524,123356.3
1525,110620.26
1526,114393.37
1527,112825.875
1528,136324.55
1529,148781.8
1530,167927.95
1531,140819.23
1532,103135.12
1533,165068.94
1534,131425.73
1535,159433.8
1536,103622.57
1537,76275.125
1538,168977.83
1539,201239.39
1540,136276.75
1541,128887.63
1542,139308.7
1543,190111.75
1544,76807.836
1545,112155.766
1546,126151.54
1547,130628.24
1548,131033.87
1549,113187.164
1550,132473.34
1551,115165.71
1552,142347.5
1553,182445.05
1554,116300.82
1555,184345.42
1556,105400.33
1557,121238.99
1558,103069.35
1559,119920.266
1560,142894.25
1561,150311.86
1562,126593.33
1563,130303.57
1564,173811.89
1565,161187.05
1566,222167.17
1567,79446.27
1568,252756.89
1569,156750.52
1570,135913.83
1571,125007.555
1572,158382.69
1573,233031.23
1574,147634.8
1575,225877.55
1576,263928.53
1577,175910.39
1578,149493.53
1579,151774.11
1580,195049.36
1581,167290.75
1582,131376.25
1583,336872.3
1584,216809.44
1585,149404.95
1586,84934.86
1587,105378.46
1588,146612.92
1589,116899.72
1590,137279.42
1591,97894.17
1592,127569.445
1593,129801.18
1594,201442.86
1595,146109.28
1596,204512.98
1597,192988.02
1598,180156.77
1599,167631.55
1600,167021.36
1601,69555.68
1602,127260.07
1603,92114.9
1604,238728.8
1605,248850.8
1606,160453.02
1607,175591.58
1608,187177.23
1609,182034.86
1610,153965.19
1611,143700.5
1612,156337.84
1613,140895.62
1614,124659.78
1615,94042.836
1616,81848.12
1617,95784.33
1618,130285.766
1619,161792.95
1620,193435.89
1621,128165.414
1622,142568.36
1623,274573.72
1624,246835.23
1625,129425.46
1626,146718.02
1627,192124.02
1628,304045.03
1629,176330.42
1630,338066.47
1631,199669.83
