Id,SalePrice
1461,120500.0
1462,145250.0
1463,216500.0
1464,192000.0
1465,196000.0
1466,173000.0
1467,173000.0
1468,174000.0
1469,167000.0
1470,125000.0
1471,160000.0
1472,83000.0
1473,83000.0
1474,148500.0
1475,120000.0
1476,415298.0
1477,253293.0
1478,315500.0
1479,275000.0
1480,386250.0
1481,228500.0
1482,202665.0
1483,200000.0
1484,160200.0
1485,173000.0
1486,168500.0
1487,501837.0
1488,232000.0
1489,194500.0
1490,177500.0
1491,225000.0
1492,119000.0
1493,185000.0
1494,337000.0
1495,272000.0
1496,160000.0
1497,183000.0
1498,160000.0
1499,160000.0
1500,173733.0
1501,168500.0
1502,148800.0
1503,367294.0
1504,227000.0
1505,227000.0
1506,190000.0
1507,151400.0
1508,190000.0
1509,119000.0
1510,140000.0
1511,157000.0
1512,167900.0
1513,104900.0
1514,150900.0
1515,135000.0
1516,165000.0
1517,180500.0
1518,149900.0
1519,227000.0
1520,139000.0
1521,148000.0
1522,142000.0
1523,132500.0
1524,98300.0
1525,129000.0
1526,129500.0
1527,120500.0
1528,105000.0
1529,230000.0
1530,167000.0
1531,130000.0
1532,100000.0
1533,153000.0
1534,135000.0
1535,168000.0
1536,110500.0
1537,88000.0
1538,208900.0
1539,146000.0
1540,145000.0
1541,154000.0
1542,145000.0
1543,153000.0
1544,94000.0
1545,128000.0
1546,146500.0
1547,140000.0
1548,125500.0
1549,120000.0
1550,162900.0
1551,135000.0
1552,125500.0
1553,165000.0
1554,37900.0
1555,190000.0
1556,105000.0
1557,140000.0
1558,90350.0
1559,108500.0
1560,93000.0
1561,136500.0
1562,124500.0
1563,123000.0
1564,143000.0
1565,117000.0
1566,241500.0
1567,107000.0
1568,223000.0
1569,165000.0
1570,137500.0
1571,127000.0
1572,157000.0
1573,143000.0
1574,214500.0
1575,170000.0
1576,211000.0
1577,194500.0
1578,140000.0
1579,97500.0
1580,236500.0
1581,128500.0
1582,124500.0
1583,174000.0
1584,287000.0
1585,140000.0
1586,86000.0
1587,119000.0
1588,143900.0
1589,83000.0
1590,110500.0
1591,100000.0
1592,127000.0
1593,105900.0
1594,200000.0
1595,115000.0
1596,157900.0
1597,129000.0
1598,170000.0
1599,144000.0
1600,160200.0
1601,68500.0
1602,105500.0
1603,129000.0
1604,275000.0
1605,171000.0
1606,139000.0
1607,214500.0
1608,319000.0
1609,214900.0
1610,167500.0
1611,108959.0
1612,140000.0
1613,181000.0
1614,132000.0
1615,97000.0
1616,88000.0
1617,106000.0
1618,129500.0
1619,124500.0
1620,256000.0
1621,129500.0
1622,175000.0
1623,220000.0
1624,196000.0
1625,160000.0
1626,167900.0
1627,211000.0
1628,354000.0
1629,165400.0
1630,160000.0
1631,129900.0
1632,251000.0
1633,173000.0
1634,173000.0
1635,168500.0
1636,153900.0
1637,179900.0
1638,200000.0
1639,165000.0
1640,277000.0
1641,165000.0
1642,231500.0
1643,227000.0
1644,227875.0
1645,150000.0
1646,167900.0
1647,174000.0
1648,140000.0
1649,144900.0
1650,134800.0
1651,134800.0
1652,83000.0
1653,85400.0
1654,179400.0
1655,146000.0
1656,146000.0
1657,155000.0
1658,160000.0
1659,115000.0
1660,139000.0
1661,412500.0
1662,325000.0
1663,337500.0
1664,350000.0
1665,337500.0
1666,325000.0
1667,228000.0
1668,277500.0
1669,319900.0
1670,319900.0
1671,213250.0
1672,385000.0
1673,309000.0
1674,255500.0
1675,143000.0
1676,196000.0
1677,170000.0
1678,385000.0
1679,180000.0
1680,264132.0
1681,277500.0
1682,180000.0
1683,202500.0
1684,225000.0
1685,163990.0
1686,159895.0
1687,163900.0
1688,183500.0
1689,225000.0
1690,181134.0
1691,188500.0
1692,354000.0
1693,173000.0
1694,172500.0
1695,184100.0
1696,383970.0
1697,180000.0
1698,341000.0
1699,259000.0
1700,250000.0
1701,290000.0
1702,287090.0
1703,287090.0
1704,311872.0
1705,225000.0
1706,350000.0
1707,178740.0
1708,213000.0
1709,315500.0
1710,262500.0
1711,272000.0
1712,222000.0
1713,272000.0
1714,187750.0
1715,208500.0
1716,187500.0
1717,140000.0
1718,137500.0
1719,164000.0
1720,259000.0
1721,144000.0
1722,139000.0
1723,179200.0
1724,295493.0
1725,228000.0
1726,156932.0
1727,153900.0
1728,248000.0
1729,168500.0
1730,118964.0
1731,110000.0
1732,140000.0
1733,134500.0
1734,150000.0
1735,156000.0
1736,110000.0
1737,275000.0
1738,194500.0
1739,130000.0
1740,214000.0
1741,146000.0
1742,172500.0
1743,183900.0
1744,180000.0
1745,170000.0
1746,170000.0
1747,381000.0
1748,200000.0
1749,139000.0
1750,157000.0
1751,180500.0
1752,143000.0
1753,145250.0
1754,205000.0
1755,149900.0
1756,127500.0
1757,124500.0
1758,129000.0
1759,142600.0
1760,174000.0
1761,145250.0
1762,200000.0
1763,177000.0
1764,119000.0
1765,145250.0
1766,218000.0
1767,223000.0
1768,135000.0
1769,143000.0
1770,196000.0
1771,165000.0
1772,153000.0
1773,161500.0
1774,135000.0
1775,139000.0
1776,155000.0
1777,118500.0
1778,134500.0
1779,115000.0
1780,105000.0
1781,139400.0
1782,132000.0
1783,122500.0
1784,138887.0
1785,91000.0
1786,135000.0
1787,197000.0
1788,39300.0
1789,97000.0
1790,97000.0
1791,200000.0
1792,167000.0
1793,61000.0
1794,129000.0
1795,139000.0
1796,144500.0
1797,120500.0
1798,134500.0
1799,110000.0
1800,145000.0
1801,185000.0
1802,110500.0
1803,140000.0
1804,135000.0
1805,127000.0
1806,91000.0
1807,150500.0
1808,138887.0
1809,165000.0
1810,125500.0
1811,127500.0
1812,96500.0
1813,122900.0
1814,107900.0
1815,35311.0
1816,161000.0
1817,119500.0
1818,117500.0
1819,161000.0
1820,108500.0
1821,100000.0
1822,125000.0
1823,55000.0
1824,91000.0
1825,127000.0
1826,122500.0
1827,119000.0
1828,93000.0
1829,132000.0
1830,119500.0
1831,161000.0
1832,127000.0
1833,112000.0
1834,127000.0
1835,200000.0
1836,265979.0
1837,118500.0
1838,154000.0
1839,120000.0
1840,179000.0
1841,185000.0
1842,135000.0
1843,150000.0
1844,120000.0
1845,165000.0
1846,129000.0
1847,177000.0
1848,39300.0
1849,151000.0
1850,157000.0
1851,128000.0
1852,113000.0
1853,193000.0
1854,145500.0
1855,143500.0
1856,220000.0
1857,151000.0
1858,192140.0
1859,118964.0
1860,146000.0
1861,118964.0
1862,424870.0
1863,424870.0
1864,424870.0
1865,170000.0
1866,340000.0
1867,279500.0
1868,232000.0
1869,193879.0
1870,279500.0
1871,305900.0
1872,163990.0
1873,232000.0
1874,132250.0
1875,260000.0
1876,208900.0
1877,259000.0
1878,190000.0
1879,132500.0
1880,136500.0
1881,312500.0
1882,287000.0
1883,196500.0
1884,230000.0
1885,221000.0
1886,221000.0
1887,185000.0
1888,272000.0
1889,167500.0
1890,176500.0
1891,145000.0
1892,110000.0
1893,135000.0
1894,161500.0
1895,177000.0
1896,126000.0
1897,146500.0
1898,66500.0
1899,265979.0
1900,126000.0
1901,154000.0
1902,394432.0
1903,164000.0
1904,160000.0
1905,205000.0
1906,136500.0
1907,170000.0
1908,120000.0
1909,124000.0
1910,124000.0
1911,182900.0
1912,180000.0
1913,106000.0
1914,86000.0
1915,392500.0
1916,81000.0
1917,303477.0
1918,147000.0
1919,165000.0
1920,179200.0
1921,337500.0
1922,320000.0
1923,215000.0
1924,293077.0
1925,214900.0
1926,337500.0
1927,184000.0
1928,185000.0
1929,152000.0
1930,144000.0
1931,138000.0
1932,129500.0
1933,131000.0
1934,192000.0
1935,185000.0
1936,192000.0
1937,183200.0
1938,153900.0
1939,153000.0
1940,196000.0
1941,181000.0
1942,216500.0
1943,196000.0
1944,325300.0
1945,501837.0
1946,143000.0
1947,266000.0
1948,185000.0
1949,157000.0
1950,223500.0
1951,224900.0
1952,227000.0
1953,257500.0
1954,140000.0
1955,154000.0
1956,222000.0
1957,143000.0
1958,335000.0
1959,135000.0
1960,133000.0
1961,124500.0
1962,130250.0
1963,130250.0
1964,146000.0
1965,148500.0
1966,148500.0
1967,306000.0
1968,240000.0
1969,337500.0
1970,237000.0
1971,325000.0
1972,611657.0
1973,281213.0
1974,236000.0
1975,170000.0
1976,275000.0
1977,320000.0
1978,385000.0
1979,239000.0
1980,260000.0
1981,314813.0
1982,213250.0
1983,236500.0
1984,173000.0
1985,246578.0
1986,174000.0
1987,167240.0
1988,174000.0
1989,165400.0
1990,183500.0
1991,180000.0
1992,183500.0
1993,188500.0
1994,222500.0
1995,183500.0
1996,258000.0
1997,380000.0
1998,171000.0
1999,248000.0
2000,333168.0
2001,250000.0
2002,213000.0
2003,232000.0
2004,240000.0
2005,225000.0
2006,229456.0
2007,248328.0
2008,185000.0
2009,173000.0
2010,192500.0
2011,139000.0
2012,225000.0
2013,177500.0
2014,172500.0
2015,248000.0
2016,207500.0
2017,185900.0
2018,119000.0
2019,149900.0
2020,123000.0
2021,100000.0
2022,240000.0
2023,136905.0
2024,272000.0
2025,325000.0
2026,159895.0
2027,173733.0
2028,144152.0
2029,155000.0
2030,328900.0
